[2026-07-22 17:12:04] [INFO] Evaluated 45549 BIN items. Flips Found: 255. Cache Queue: 102 pending.
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Bouncy Leggings              | Cost: 129,000      | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heavy Zombie Soldier Chestplate     | Cost: 1,000,000    | Profit: 4,344,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heavy Zombie Soldier Chestplate     | Cost: 500,000      | Profit: 4,844,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Wise Skeleton Master Leggings       | Cost: 3,500,000    | Profit: 1,861,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Legendary Earthen Blade             | Cost: 1,000,000    | Profit: 4,443,807   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Brilliant Molten Necklace           | Cost: 3,670,000    | Profit: 5,079,997   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Loving Hot Aurora Chestplate        | Cost: 10,000,000   | Profit: 2,386,655   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Withered Pyrochaos Dagger           | Cost: 55,000,000   | Profit: 7,514,543   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Suspicious Deathripper Dagger       | Cost: 57,670,000   | Profit: 8,751,529   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heroic Zombie Soldier Cutlass       | Cost: 500,000      | Profit: 4,902,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fast Conjuring                      | Cost: 500,000      | Profit: 4,998,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Epic Zombie Soldier Cutlass         | Cost: 100,000      | Profit: 5,302,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ancient Perfect Chestplate - Tier X | Cost: 19,999,999   | Profit: 2,381,783   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Pure Rotten Leggings                | Cost: 667,667      | Profit: 4,678,544   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Absolutely Perfect Boots - Tier XII | Cost: 25,000,000   | Profit: 9,445,875   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 1,500,000    | Profit: 3,851,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 62,899,000   | Profit: 8,370,585   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Rapid Soulstealer Bow               | Cost: 499,999      | Profit: 4,823,212   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,499,999    | Profit: 2,899,714   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 1,499,999    | Profit: 3,850,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 45,999,000   | Profit: 9,515,937   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 1,000,000    | Profit: 4,350,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fierce Zombie Knight Chestplate     | Cost: 999,999      | Profit: 4,401,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Withered Deathripper Dagger         | Cost: 58,000,000   | Profit: 8,246,443   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Farmer Orb                          | Cost: 13,000,000   | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 3,000,000    | Profit: 2,421,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 3,000,000    | Profit: 2,421,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 4,000,000    | Profit: 1,761,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fierce Super Heavy Helmet           | Cost: 444,444      | Profit: 4,926,766   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,800,000    | Profit: 3,961,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heroic Earthen Blade                | Cost: 999,999      | Profit: 4,443,808   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,000,000    | Profit: 4,301,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Titanic Zombie Soldier Helmet       | Cost: 999,999      | Profit: 4,331,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fast Earthen Blade ✪✪✪✪✪            | Cost: 1,000,000    | Profit: 4,443,807   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 61,999,999   | Profit: 6,518,625   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 4,000,000    | Profit: 1,399,713   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Smart Skeleton Master Leggings      | Cost: 700,000      | Profit: 4,661,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Light Skeleton Master Boots         | Cost: 1,100,000    | Profit: 4,255,933   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 65,000,000   | Profit: 15,461,988  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Mythic Flaming Chestplate           | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Mythic Moogma Leggings              | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Titanic Skeleton Master Leggings    | Cost: 798,000      | Profit: 4,563,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Wise Sniper Helmet                  | Cost: 598,000      | Profit: 4,763,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 2,500,000    | Profit: 2,813,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heavy Zombie Soldier Leggings       | Cost: 500,000      | Profit: 4,844,989   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Goblin Boots                        | Cost: 3,000,000    | Profit: 3,801,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Light Skeleton Master Leggings      | Cost: 799,000      | Profit: 4,562,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 500,000      | Profit: 4,850,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Clean Zombie Soldier Leggings       | Cost: 4,000,000    | Profit: 1,344,989   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,999,999    | Profit: 3,301,212   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 1,950,000    | Profit: 3,421,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Wise Zombie Knight Helmet           | Cost: 3,000,000    | Profit: 2,416,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 68,000,000   | Profit: 13,360,549  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Odd Zombie Commander Whip           | Cost: 2,000,000    | Profit: 3,687,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Mythic Skeleton Master Chestplate   | Cost: 3,000,000    | Profit: 2,361,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,323,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 60,000,000   | Profit: 6,409,587   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,500,000    | Profit: 2,871,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 13,000,000   | Profit: 1,301,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ancient Fiery Terror Leggings       | Cost: 100,000,000  | Profit: 16,840,364  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Pyrochaos Dagger             | Cost: 52,000,000   | Profit: 5,224,586   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 52,000,000   | Profit: 13,105,583  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 62,000,000   | Profit: 10,224,960  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Renowned Infernal Crimson Chestplat | Cost: 303,303,303  | Profit: 33,701,629  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,999,666    | Profit: 2,400,047   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 3,333,333    | Profit: 2,066,380   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Sharp Earthen Blade ✪✪✪✪✪           | Cost: 5,000,000    | Profit: 1,028,767   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ancient Mythos Boots                | Cost: 8,000,000    | Profit: 1,497,366   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 1,999,999    | Profit: 3,351,212   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ancient Mythos Leggings             | Cost: 40,000,000   | Profit: 4,583,523   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 1,499,999    | Profit: 3,921,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] ✿ Renowned Infernal Crimson Chestpl | Cost: 300,000,000  | Profit: 31,801,560  | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Clean Skeleton Soldier Chestplate   | Cost: 2,000,000    | Profit: 3,321,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Smart Zombie Soldier Chestplate     | Cost: 2,000,000    | Profit: 3,344,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Epic Zombie Soldier Cutlass         | Cost: 2,000,000    | Profit: 3,402,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 1,490,000    | Profit: 3,823,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Miner Helmet                        | Cost: 4,000,000    | Profit: 1,401,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Legendary Zombie Commander Whip     | Cost: 3,000,000    | Profit: 2,687,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Clean Skeletor Helmet               | Cost: 1,000,000    | Profit: 4,500,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Heavy Skeleton Soldier Chestplate   | Cost: 2,300,000    | Profit: 3,021,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 3,000,000    | Profit: 2,350,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Squid Boots                         | Cost: 998,000      | Profit: 4,327,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Titanic Skeleton Soldier Chestplate | Cost: 4,000,000    | Profit: 1,321,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Hasty Sniper Bow                    | Cost: 3,000,000    | Profit: 2,431,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 2,000,000    | Profit: 3,350,209   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 4,000,000    | Profit: 1,451,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Withered Deathripper Dagger         | Cost: 72,000,000   | Profit: 8,509,126   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fierce Zombie Lord Boots            | Cost: 1,950,000    | Profit: 4,101,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 49,000,000   | Profit: 5,914,495   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fair Zombie Soldier Cutlass         | Cost: 500,000      | Profit: 4,902,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,323,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Challenger's Leggings               | Cost: 10,000,000   | Profit: 3,810,391   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,900,000    | Profit: 3,861,211   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Gentle Conjuring                    | Cost: 3,000,000    | Profit: 2,498,809   | Sales/Day: 999  
[2026-07-22 17:15:48] [FLIP] [Tier 5] Slug Boots                          | Cost: 2,000,000    | Profit: 3,350,209   | Sales/Day: 999  
[2026-07-22 17:16:06] [CACHE] Background Crawler mapped 10 items. Remaining in queue: 91
[2026-07-22 17:16:26] [CACHE] Background Crawler mapped 10 items. Remaining in queue: 81
[2026-07-22 17:16:45] [INFO] Evaluated 45489 BIN items. Flips Found: 236. Cache Queue: 74 pending.
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Strong Dragon Boots ✪✪✪      | Cost: 2,200,000    | Profit: 1,502,690   | Sales/Day: 243  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Final Destination Boots     | Cost: 20,000,000   | Profit: 6,872,253   | Sales/Day: 246  
[2026-07-22 17:16:45] [FLIP] [Tier 4] Smart Bouncy Boots                  | Cost: 299,999      | Profit: 5,251,211   | Sales/Day: 79   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Excellent Ruby Drill TX-15          | Cost: 12,170,000   | Profit: 3,029,993   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,500,000    | Profit: 1,301,211   | Sales/Day: 493  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Runeblade Ring                      | Cost: 4,500,000    | Profit: 1,301,211   | Sales/Day: 493  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Glacite Leggings                    | Cost: 4,000,000    | Profit: 1,331,211   | Sales/Day: 886  
[2026-07-22 17:16:45] [FLIP] [Tier 3] Waxed Lava Shell Necklace           | Cost: 8,000,000    | Profit: 2,551,211   | Sales/Day: 15   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Adaptive Helmet ✪✪✪          | Cost: 300,000      | Profit: 1,821,151   | Sales/Day: 107  
[2026-07-22 17:16:45] [FLIP] [Tier 3] Bustling Squash Leggings            | Cost: 22,000,000   | Profit: 4,793,944   | Sales/Day: 25   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,340,000    | Profit: 3,070,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Calcified Water Hydra Head          | Cost: 6,500,000    | Profit: 2,201,210   | Sales/Day: 317  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Calcified Slug Boots                | Cost: 2,000,000    | Profit: 3,350,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Calcified Moogma Leggings           | Cost: 2,000,000    | Profit: 3,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Bits Talisman                       | Cost: 22,000,000   | Profit: 2,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fast Conjuring                      | Cost: 135,320      | Profit: 5,363,489   | Sales/Day: 159  
[2026-07-22 17:16:45] [FLIP] [Tier 4] Wise Zombie Commander Helmet        | Cost: 2,500,000    | Profit: 3,101,211   | Sales/Day: 59   
[2026-07-22 17:16:45] [FLIP] [Tier 4] Smart Zombie Commander Chestplate   | Cost: 555,000      | Profit: 4,966,211   | Sales/Day: 59   
[2026-07-22 17:16:45] [FLIP] [Tier 1] Necrotic Hot Aurora Helmet          | Cost: 11,999,999   | Profit: 1,359,642   | Sales/Day: 3    
[2026-07-22 17:16:45] [FLIP] [Tier 2] Necrotic Fiery Aurora Leggings ✪    | Cost: 75,000,000   | Profit: 7,504,354   | Sales/Day: 5    
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Skeleton Master Chestplate     | Cost: 1,200,000    | Profit: 4,161,210   | Sales/Day: 338  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Superior Dragon Leggings ✪   | Cost: 10,780,000   | Profit: 1,596,530   | Sales/Day: 123  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Soldier Helmet        | Cost: 500,000      | Profit: 4,847,210   | Sales/Day: 135  
[2026-07-22 17:16:45] [FLIP] [Tier 2] Necrotic Fiery Aurora Leggings      | Cost: 75,000,000   | Profit: 10,741,610  | Sales/Day: 5    
[2026-07-22 17:16:45] [FLIP] [Tier 2] Necrotic Fiery Aurora Boots         | Cost: 75,000,000   | Profit: 8,466,356   | Sales/Day: 4    
[2026-07-22 17:16:45] [FLIP] [Tier 4] Light Zombie Lord Leggings          | Cost: 1,000,000    | Profit: 5,261,210   | Sales/Day: 44   
[2026-07-22 17:16:45] [FLIP] [Tier 3] Titanic Mender Crown ✪✪✪✪✪          | Cost: 8,500,000    | Profit: 1,077,481   | Sales/Day: 23   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heroic Silent Death                 | Cost: 900,000      | Profit: 4,888,585   | Sales/Day: 119  
[2026-07-22 17:16:45] [FLIP] [Tier 2] Absolutely Perfect Chestplate - Tie | Cost: 17,990,000   | Profit: 8,236,931   | Sales/Day: 4    
[2026-07-22 17:16:45] [FLIP] [Tier 3] Fabled Giant Cleaver ✪✪✪✪✪          | Cost: 7,000,000    | Profit: 4,265,660   | Sales/Day: 23   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Leggings                     | Cost: 950,000      | Profit: 4,381,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Super Heavy Leggings           | Cost: 1,000,000    | Profit: 4,360,098   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heroic Dreadlord Sword              | Cost: 299,000      | Profit: 5,109,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Zombie Lord Helmet             | Cost: 1,960,000    | Profit: 4,131,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Adaptive Leggings                   | Cost: 650,000      | Profit: 1,392,784   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Pyrochaos Dagger             | Cost: 53,000,000   | Profit: 11,967,708  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 55,800,000   | Profit: 15,168,708  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 300,000      | Profit: 5,121,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Mythos Chestplate           | Cost: 13,840,000   | Profit: 7,246,121   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Bustling Squash Chestplate          | Cost: 20,820,800   | Profit: 2,480,411   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Necrotic Moogma Leggings ✪✪✪✪✪      | Cost: 2,800,000    | Profit: 3,503,491   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Bouncy Leggings              | Cost: 500,000      | Profit: 4,931,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Burning Crimson Leggings    | Cost: 30,222,972   | Profit: 3,563,555   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Runeblade Artifact                  | Cost: 8,300,000    | Profit: 1,001,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5]  Spiritual Bonemerang ✪✪✪✪✪        | Cost: 17,000,000   | Profit: 2,304,494   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Light Zombie Soldier Chestplate     | Cost: 499,000      | Profit: 4,845,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 54,899,900   | Profit: 5,520,629   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Menacing Balloon Snake ✪✪✪✪✪        | Cost: 11,000,000   | Profit: 3,111,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 1,111,111    | Profit: 4,310,099   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Mythic Skeleton Master Chestplate   | Cost: 2,000,000    | Profit: 3,361,210   | Sales/Day: 338  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Loving Burning Aurora Chestplate    | Cost: 33,000,000   | Profit: 3,734,533   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Necrotic Burning Aurora Leggings    | Cost: 32,000,000   | Profit: 4,334,533   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 2,600,000    | Profit: 2,851,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Mythic Skeletor Helmet              | Cost: 450,000      | Profit: 5,050,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heroic Zombie Knight Sword          | Cost: 200,000      | Profit: 5,221,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Renowned Werewolf Helmet ✪✪✪✪✪      | Cost: 24,100,000   | Profit: 5,901,012   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blooming Peony Necklace             | Cost: 1,840,000    | Profit: 1,359,599   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Leggings                     | Cost: 1,000,000    | Profit: 4,331,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 3,000,000    | Profit: 2,451,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Smart Skeleton Master Boots         | Cost: 300,000      | Profit: 5,055,933   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Water Hydra Head                    | Cost: 4,300,000    | Profit: 4,401,210   | Sales/Day: 317  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 400,000      | Profit: 5,021,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Epic Dreadlord Sword                | Cost: 489,000      | Profit: 4,919,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Glacite Helmet                      | Cost: 3,000,000    | Profit: 2,331,060   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 69,000,000   | Profit: 11,775,538  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Bouncy Helmet                  | Cost: 100,000      | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Giant Skeleton Master Chestplate ✪✪ | Cost: 7,340,000    | Profit: 2,307,740   | Sales/Day: 338  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Slug Boots                   | Cost: 1,000,000    | Profit: 4,433,370   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Titanic Super Heavy Chestplate      | Cost: 400,000      | Profit: 4,951,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Zombie Knight Chestplate ✪✪✪ | Cost: 900,000      | Profit: 4,501,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 3] Waxed Lava Shell Necklace           | Cost: 8,780,000    | Profit: 1,771,211   | Sales/Day: 15   
